ASM,オリジナル,Allatori,Duplication,Irreducibility,Marge,ProGuard,Opaque,,,,,,,,,,
iload isub invokevirtual iload invokevirtual,1,1,1,1,,1,1,12547,,,,,,,,,
iload isub invokevirtual istore iload,1,,1,1,,1,1,19049.6,,,,,,,,,
iload isub invokevirtual pop aload,1,,1,1,,1,1,4350.26,,,,,,,,,
iload isub invokevirtual pop gotoInsn,1,,1,1,1,1,1,16263.4,,,,,,,,,
iload isub invokevirtual pop iload,1,,1,1,1,1,1,16049.5,,,,,,,,,
iload isub invokevirtual pop returnInsn,1,2,1,,1,1,1,4718.22,,,,,,,,,
iload isub istore iload iload,1,1,1,1,1,1,1,37257.6,,,,,,,,,
iload isub istore iload sipush,1,,1,1,,1,1,12278.5,,,,,,,,,
iload isub istore iload tableswitch,1,,1,1,1,1,1,3597.94,,,,,,,,,
iload isub putfield gotoInsn aload,1,,1,1,1,1,1,10814.9,,,,,,,,,
iload isub putfield gotoInsn iload,1,1,1,1,1,1,1,18590,,,,,,,,,
iload laload invokevirtual getfield invokevirtual,1,,1,1,1,1,1,9042.18,,,,,,,,,
iload ldc iand ifeq ldc,1,1,1,1,1,1,1,24119.9,,,,,,,,,
iload ldc iand ifIcmpne iload,1,1,1,1,,1,1,20064.4,,,,,,,,,
iload ldc iand ifne aload,1,,1,1,1,1,1,20778.4,,,,,,,,,
iload ldc iand invokevirtual ior,1,1,1,1,,1,1,4130.83,,,,,,,,,
iload ldc iand ldc ior,1,1,1,1,1,1,1,9725.11,,,,,,,,,
iload ldc iand lookupswitch aload,1,1,1,1,,1,1,19207,,,,,,,,,
iload ldc iconst0 invokeinterface astore,1,,1,1,,1,1,16614.4,,,,,,,,,
iload ldc ifIcmpne aload getfield,1,1,1,1,1,1,1,5810.51,,,,,,,,,
iload ldc ifIcmpne aload ldc,1,1,1,1,1,1,1,35968.4,,,,,,,,,
iload ldc ifIcmpne iinc gotoInsn,1,,1,1,,1,,20393,,,,,,,,,
iload ldc ifIcmpne iload ldc,1,1,1,1,,1,1,18048.2,,,,,,,,,
iload ldc ifIcmpne ldc aload,1,1,1,1,1,1,1,27500.7,,,,,,,,,
iload ldc iload ior dupX2,1,,1,1,1,1,1,1505.98,,,,,,,,,
iload ldc invokespecial gotoInsn aload,1,,1,1,1,1,1,13298.8,,,,,,,,,
iload lookupswitch aload getfield iload,1,,1,1,,1,1,8642.96,,,,,,,,,
iload newarray astore aload getfield,1,,1,1,,1,1,4306.97,,,,,,,,,
iload newarray astore aload iconst0,1,1,1,1,,1,1,9818.3,,,,,,,,,
iload newarray astore iload anewarray,1,1,1,1,,1,1,4644.52,,,,,,,,,
iload newarray astore iload ifle,1,1,1,1,1,1,1,8079.43,,,,,,,,,
iload newarray invokespecial astore gotoInsn,1,,1,1,1,1,1,12028.8,,,,,,,,,
iload newarray putfield aload iconst0,1,,1,1,1,1,1,25710.5,,,,,,,,,
iload newarray putfield iconst1 istore,1,,1,1,1,1,1,15989.7,,,,,,,,,
iload newInsn dup invokespecial aastore,1,1,1,1,1,1,1,2419.45,,,,,,,,,
iload putfield aload aload getfield,1,,1,1,1,1,1,5394.56,,,,,,,,,
iload putfield aload getfield aload,1,,1,1,1,1,1,6245.96,,,,,,,,,
iload putfield aload getfield iconst2,1,1,1,1,1,1,1,6845.36,,,,,,,,,
iload putfield aload getfield istore,1,1,,,1,1,1,5976.81,,,,,,,,,
iload putfield aload getfield sipush,1,,1,1,,1,1,11564.7,,,,,,,,,
iload putfield aload iconst2 iload,1,,1,1,,1,1,23916,,,,,,,,,
iload putfield aload iload iload,1,,1,1,1,1,1,12795.6,,,,,,,,,
iload putfield aload ldc aload,1,,1,1,1,1,1,20404.9,,,,,,,,,
iload putfield aload newInsn dup,1,,1,1,1,1,1,5498.53,,,,,,,,,
iload putfield gotoInsn aload getfield,1,,1,1,1,1,1,4649.16,,,,,,,,,
iload putfield gotoInsn aload iload,1,,1,1,1,1,1,12749.3,,,,,,,,,
iload putfield iconst0 istore iload,1,,,1,1,1,1,21399,,,,,,,,,
iload putfield iload bipush ifIcmpne,1,1,1,,1,1,1,6775.28,,,,,,,,,
iload putfield iload iconst4 ifIcmpge,1,1,1,1,1,1,1,6047.03,,,,,,,,,
iload putfield iload ifeq iload,1,1,1,1,,1,1,18713.8,,,,,,,,,
iload putfield iload sipush ifIcmpeq,1,,1,1,,1,1,5689.29,,,,,,,,,
iload putfield iload sipush ifIcmpgt,1,1,1,1,1,1,1,6548.06,,,,,,,,,
iload putfield iload sipush ifIcmplt,1,1,1,1,1,1,1,3783.53,,,,,,,,,
iload saload invokevirtual getfield invokevirtual,1,,1,1,1,1,1,9107.61,,,,,,,,,
iload sipush iand istore iload,1,,1,1,,1,1,11656,,,,,,,,,
iload sipush ifIcmpeq aload getfield,1,1,1,1,1,1,,6632.48,,,,,,,,,
iload sipush ifIcmpeq aload invokespecial,1,1,1,1,1,1,1,10166.9,,,,,,,,,
iload sipush ifIcmpeq iconst3 istore,1,1,1,1,1,1,,7770.06,,,,,,,,,
iload sipush ifIcmpeq iload bipush,1,1,1,,1,1,,20006,,,,,,,,,
iload sipush ifIcmpeq newInsn dup,1,,1,1,1,1,,21634.5,,,,,,,,,
iload sipush ifIcmpge iconst2 istore,1,1,1,1,1,1,,6816.27,,,,,,,,,
iload sipush ifIcmpge iload ifeq,1,1,1,1,1,1,,5186.88,,,,,,,,,
iload sipush ifIcmpge iload sipush,1,1,1,1,,1,,11116.9,,,,,,,,,
iload sipush ifIcmpgt aload iload,1,,1,1,,1,,20164.9,,,,,,,,,
iload sipush ifIcmpgt iload bipush,1,1,1,1,1,1,,18544.3,,,,,,,,,
iload sipush ifIcmple iinc gotoInsn,1,1,1,1,,1,,18505.5,,,,,,,,,
iload sipush ifIcmple iload bipush,1,1,1,1,,1,,31801.1,,,,,,,,,
iload sipush ifIcmpne iconst1 gotoInsn,1,1,1,1,1,1,,7310.26,,,,,,,,,
iload sipush ifIcmpne iconst2 istore,1,1,1,1,1,1,,10566.7,,,,,,,,,
iload sipush ifIcmpne iconst3 istore,1,1,1,1,1,1,,8028.83,,,,,,,,,
iload sipush ifIcmpne ldc astore,1,1,1,1,1,1,,12738.7,,,,,,,,,
iload tableswitch aload getfield aload,1,1,1,1,1,1,1,5483.7,,,,,,,,,
iload tableswitch aload getfield iload,1,,1,1,,1,1,7842.18,,,,,,,,,
iload tableswitch aload getfield sipush,1,,1,1,1,1,1,7821,,,,,,,,,
iload tableswitch aload iload getstatic,1,,1,1,1,1,1,35715.8,,,,,,,,,
iload tableswitch aload ldc iload,1,,1,1,1,1,1,30491.6,,,,,,,,,
iload tableswitch aload ldc invokespecial,1,,1,1,1,1,1,9682.1,,,,,,,,,
iload tableswitch gotoInsn aload ldc,1,,1,1,1,1,1,22422.7,,,,,,,,,
iload tableswitch iload sipush iand,1,,1,1,,1,1,9997.47,,,,,,,,,
iload tableswitch sipush istore iload,1,,1,1,,1,1,28258.5,,,,,,,,,
imul aload invokevirtual imul iadd,1,1,1,1,1,1,1,22561,,,,,,,,,
imul anewarray astore aload getfield,1,1,1,1,1,1,1,9312.11,,,,,,,,,
imul iadd istore aload getfield,1,1,1,1,,1,1,5341.51,,,,,,,,,
imul iadd istore iconst0 istore,1,1,,1,,1,1,12242.7,,,,,,,,,
imul iadd istore iload istore,1,,,1,,1,1,17360.3,,,,,,,,,
imul iconst1 iadd istore iload,1,,,1,1,1,1,17022.6,,,,,,,,,
imul iconst2 iadd invokevirtual pop,1,,1,1,1,1,1,8181.58,,,,,,,,,
imul istore aload getfield bipush,1,1,1,1,,1,1,7874.1,,,,,,,,,
imul istore aload getfield iload,1,1,1,1,,1,1,12051.3,,,,,,,,,
imul istore iinc gotoInsn iload,1,,,1,,1,1,16087.1,,,,,,,,,
imul istore iload iconst2 iadd,1,1,1,1,1,1,1,18948,,,,,,,,,
instanceofInsn ifeq aload aload checkcast,1,1,1,1,1,1,,5501.35,,,,,,,,,
instanceofInsn ifne iconst0 ireturn aload,1,1,1,1,1,1,,4786.37,,,,,,,,,
invokeinterface aload astore gotoInsn iload,1,,1,1,1,1,1,24005.7,,,,,,,,,
invokeinterface aload ifnull aload aload,1,1,1,1,1,1,,9498.11,,,,,,,,,
invokeinterface aload ifnull aload invokeinterface,1,1,1,1,1,1,,4326.06,,,,,,,,,
invokeinterface aload ifnull iload iload,1,1,1,1,1,1,,29355.6,,,,,,,,,
invokeinterface astore aload ifnull iconst1,1,,1,1,1,1,,5882.41,,,,,,,,,
invokeinterface astore aload iload aload,1,,1,1,1,1,1,14149.2,,,,,,,,,
invokeinterface astore aload iload iconst2,1,1,1,1,1,1,1,30794.7,,,,,,,,,
invokeinterface gotoInsn aload aload aload,1,2,1,1,1,1,1,33635.8,,,,,,,,,
invokeinterface gotoInsn aload iload iconst1,1,,1,1,1,1,1,23337.5,,,,,,,,,
invokeinterface gotoInsn iinc aload bipush,1,1,1,1,1,1,1,46630.3,,,,,,,,,
invokeinterface gotoInsn iload iconst4 iadd,1,2,1,1,,1,1,14044.2,,,,,,,,,
invokeinterface gotoInsn iload iconstM1 ifIcmpeq,1,,1,1,1,1,1,6990.97,,,,,,,,,
invokeinterface iconst1 istore aload iload,1,1,1,1,1,1,1,18137.8,,,,,,,,,
invokeinterface iinc gotoInsn aload getfield,1,,1,1,,1,1,5151.85,,,,,,,,,
invokeinterface iinc gotoInsn aload invokeinterface,1,,1,1,1,1,1,3952.13,,,,,,,,,
invokeinterface iinc gotoInsn iload bipush,1,,1,1,,1,1,21511.4,,,,,,,,,
invokeinterface iinc gotoInsn iload iconst4,1,,1,1,,1,1,17851.7,,,,,,,,,
invokeinterface iinc gotoInsn iload iload,1,,1,,,1,1,54471.6,,,,,,,,,
invokeinterface iinc iinc gotoInsn iconst0,1,,1,1,,1,1,20774,,,,,,,,,
invokeinterface iload bipush ifIcmpne aload,1,,1,1,,1,,12588.7,,,,,,,,,
invokeinterface iload iconst1 iadd ireturn,1,,1,1,1,1,1,7123.98,,,,,,,,,
invokeinterface iload iconst1 iadd istore,1,,1,1,,1,1,14505.2,,,,,,,,,
invokeinterface iload iconst2 iadd anewarray,1,1,1,1,1,1,1,6992.54,,,,,,,,,
invokeinterface iload ifle iload ifeq,1,1,1,1,1,1,,6650.17,,,,,,,,,
invokeinterface iload ifne aload getfield,1,,1,1,1,1,,7718.04,,,,,,,,,
invokeinterface iload ifne aload ifnonnull,1,1,1,1,1,1,,17618.8,,,,,,,,,
invokeinterface iload ifne iload ifeq,1,1,1,1,1,1,,3753.87,,,,,,,,,
invokeinterface iload ireturn aload iload,1,1,1,1,1,1,1,53705.7,,,,,,,,,
invokeinterface iload ireturn iload istore,1,,1,1,,1,1,10909.6,,,,,,,,,
invokeinterface iload sipush ifIcmpeq iload,1,1,1,1,1,1,1,29495.8,,,,,,,,,
invokeinterface invokespecial ireturn aload getfield,1,1,1,1,1,1,1,9761.57,,,,,,,,,
invokeinterface invokespecial istore gotoInsn aload,1,,1,1,1,1,1,13677,,,,,,,,,
invokeinterface invokespecial istore iload ireturn,1,1,1,,1,1,1,9597.03,,,,,,,,,
invokeinterface invokestatic ireturn aload bipush,1,1,1,1,1,1,1,46017.9,,,,,,,,,
invokeinterface invokestatic istore aload iload,1,1,1,1,,1,1,25657.1,,,,,,,,,
invokeinterface invokestatic istore gotoInsn gotoInsn,1,1,1,1,1,1,1,9015.19,,,,,,,,,
invokeinterface invokestatic istore gotoInsn iload,1,1,1,1,,1,1,23128.9,,,,,,,,,
invokeinterface invokestatic istore gotoInsn returnInsn,1,,1,1,,1,1,4808.46,,,,,,,,,
invokespecial aastore aload iload aaload,1,1,1,,1,1,1,10134.3,,,,,,,,,
invokespecial aload aload getfield getfield,1,1,1,1,1,1,1,5304.12,,,,,,,,,
invokespecial aload aload invokevirtual aload,1,,1,1,1,1,1,1354.16,,,,,,,,,
invokespecial aload bipush bipush invokevirtual,1,,1,1,1,1,1,17812.3,,,,,,,,,
invokespecial aload bipush newarray putfield,1,,1,1,1,1,1,4510.83,,,,,,,,,
invokespecial aload dup getfield iconst1,1,,1,1,1,1,1,17612.8,,,,,,,,,
invokespecial aload getfield aload dup,1,,1,1,1,1,1,16582.6,,,,,,,,,
invokespecial aload getfield astore iload,1,,1,1,1,1,1,19632.9,,,,,,,,,
invokespecial aload getfield astore lload,1,,1,1,1,1,1,7055.04,,,,,,,,,
invokespecial aload getfield bipush iand,1,1,1,1,1,1,1,6943.84,,,,,,,,,
invokespecial aload getfield iconst2 iand,1,1,1,1,1,1,1,32608.7,,,,,,,,,
invokespecial aload getfield iload iinc,1,,1,,1,1,1,6241.82,,,,,,,,,
invokespecial aload iconst1 putfield aload,1,,1,1,1,1,1,4974.01,,,,,,,,,
invokespecial aload iconst4 invokevirtual aload,1,1,1,1,1,1,1,9179.87,,,,,,,,,
invokespecial aload ifnull aload getfield,1,,1,1,1,1,,7251.3,,,,,,,,,
invokespecial aload ifnull aload iload,1,1,1,1,1,1,,27612.7,,,,,,,,,
invokespecial aload iload aaload invokevirtual,1,,1,1,1,1,1,6377.09,,,,,,,,,
invokespecial aload iload iconst1 iadd,1,,1,1,1,1,1,12377.4,,,,,,,,,
invokespecial aload iload iload aconstNull,1,,1,1,1,1,1,31090,,,,,,,,,
invokespecial aload iload newarray putfield,1,,1,1,1,1,1,3296.06,,,,,,,,,
invokespecial aload iload putfield returnInsn,1,,1,1,1,1,1,2243.92,,,,,,,,,
invokespecial aload invokespecial pop gotoInsn,1,,1,1,1,1,1,10216.3,,,,,,,,,
invokespecial aload invokevirtual dup getfield,1,,1,1,1,1,1,19401.5,,,,,,,,,
invokespecial aload invokevirtual putfield returnInsn,1,2,1,,1,1,1,6278.47,,,,,,,,,
invokespecial areturn aload aload getfield,1,1,1,1,1,1,1,6896.07,,,,,,,,,
invokespecial areturn aload iload aload,1,,1,1,1,1,1,15874.2,,,,,,,,,
invokespecial areturn aload instanceofInsn ifeq,1,1,1,1,1,1,1,4217.15,,,,,,,,,
invokespecial areturn iconst1 istore aload,1,1,1,1,1,1,1,10145.4,,,,,,,,,
invokespecial astore aload aload aload,1,1,1,1,1,1,1,20180.3,,,,,,,,,
invokespecial astore aload aload invokestatic,1,,1,1,1,1,1,4598.27,,,,,,,,,
invokespecial astore aload aload putfield,1,,1,1,1,1,1,4936.93,,,,,,,,,
invokespecial astore aload iload newarray,1,,1,1,1,1,1,17036.9,,,,,,,,,
invokespecial astore aload invokevirtual istore,1,,,1,1,1,1,3573.42,,,,,,,,,
invokespecial astore aload ldc invokevirtual,1,,1,1,1,1,1,5171.5,,,,,,,,,
invokespecial astore aload ldc putfield,1,,1,1,1,1,1,4239.03,,,,,,,,,
invokespecial astore aload newInsn dup,1,,1,1,1,1,1,3920.31,,,,,,,,,
invokespecial astore gotoInsn aload dup,1,,1,1,1,1,1,23935.4,,,,,,,,,
invokespecial astore gotoInsn iload sipush,1,,1,1,1,1,1,18037.9,,,,,,,,,
invokespecial astore gotoInsn ldc aload,1,,1,1,1,1,1,11029,,,,,,,,,
invokespecial astore iconst0 istore iload,1,1,1,1,,1,1,10603.4,,,,,,,,,
invokespecial astore iload bipush ishr,1,1,1,1,,1,1,15380.4,,,,,,,,,
invokespecial astore iload tableswitch aload,1,1,1,1,1,1,1,10084,,,,,,,,,
invokespecial astore ldc aload invokevirtual,1,,1,1,1,1,1,10820.9,,,,,,,,,
invokespecial astore newInsn dup aload,1,1,1,1,1,1,1,5321.21,,,,,,,,,
invokespecial athrow aload aload aload,1,1,1,1,1,1,1,21731,,,,,,,,,
invokespecial athrow aload aload invokevirtual,1,1,1,1,1,1,1,3059.15,,,,,,,,,
invokespecial athrow aload getfield ireturn,1,1,1,1,1,1,1,3323.84,,,,,,,,,
invokespecial athrow aload invokevirtual newarray,1,1,1,1,1,1,1,13711.3,,,,,,,,,
invokespecial athrow iload tableswitch aload,1,1,1,1,1,1,1,10942.5,,,,,,,,,
invokespecial bipush bipush invokevirtual areturn,1,1,1,1,1,1,1,8286.24,,,,,,,,,
invokespecial bipush invokevirtual aload invokevirtual,1,1,1,1,1,1,1,4809.73,,,,,,,,,
invokespecial bipush istore aload getfield,1,1,1,1,,1,1,15058.2,,,,,,,,,
invokespecial dupX2 aastore astore aload,1,1,1,1,1,1,1,12821.7,,,,,,,,,
invokespecial gotoInsn aload aload iload,1,,1,1,1,1,1,40825.6,,,,,,,,,
invokespecial gotoInsn aload getfield getstatic,1,1,1,1,1,1,1,18621.3,,,,,,,,,
invokespecial gotoInsn aload getfield ifnonnull,1,,1,1,1,1,1,6194.22,,,,,,,,,
invokespecial gotoInsn aload getfield tableswitch,1,,1,1,1,1,1,3046.25,,,,,,,,,
invokespecial gotoInsn aload iload invokespecial,1,,1,1,1,1,1,5937.29,,,,,,,,,
invokespecial gotoInsn aload iload ldc,1,,1,1,1,1,1,29686,,,,,,,,,
invokespecial gotoInsn aload invokespecial pop,1,,1,1,1,1,1,4550.8,,,,,,,,,
invokespecial gotoInsn iload bipush ifIcmpeq,1,,1,1,1,1,1,5226.83,,,,,,,,,
invokespecial gotoInsn newInsn dup ldc,1,,1,1,1,1,1,9475.73,,,,,,,,,
invokespecial iconst0 istore aload getfield,1,,1,1,1,1,1,7345.77,,,,,,,,,
invokespecial iconst0 istore iload aload,1,,1,1,1,1,1,24272.9,,,,,,,,,
invokespecial iconst0 istore iload ifle,1,1,1,1,,1,1,3437.09,,,,,,,,,
invokespecial iconst0 istore iload iload,1,,1,1,,1,1,75026.4,,,,,,,,,
invokespecial iinc gotoInsn aload bipush,1,,,1,1,1,1,28497.8,,,,,,,,,
invokespecial iinc gotoInsn aload getfield,1,,,1,,1,1,5514.39,,,,,,,,,
invokespecial iinc gotoInsn aload invokespecial,1,,1,,1,1,1,5158.13,,,,,,,,,
invokespecial iload ifeq aload iload,1,1,1,1,1,1,,17934.4,,,,,,,,,
invokespecial iload ldc ifIcmpeq iload,1,,1,1,1,1,1,22365.1,,,,,,,,,
invokespecial iload sipush ifIcmpeq aload,1,1,1,1,1,1,1,17508.6,,,,,,,,,
invokespecial iload sipush ifIcmpeq newInsn,1,,1,1,1,1,,2461.96,,,,,,,,,
invokespecial invokespecial gotoInsn aload iconst2,1,,1,1,1,1,1,39165,,,,,,,,,
invokespecial ireturn aload getfield iload,1,1,1,1,1,1,1,11415.2,,,,,,,,,
invokespecial ireturn aload iload iconst1,1,,1,1,1,1,1,31120.7,,,,,,,,,
invokespecial ireturn iload iconst3 iadd,1,1,1,1,1,1,1,19544.1,,,,,,,,,
invokespecial istore aload ldc iload,1,,1,1,,1,1,25268.7,,,,,,,,,
invokespecial istore gotoInsn aload iload,1,,1,1,1,1,1,14670.8,,,,,,,,,
invokespecial istore iinc gotoInsn iconst1,1,,1,1,1,1,1,19319.8,,,,,,,,,
invokespecial istore iload sipush ifIcmpne,1,1,1,1,,1,1,5005.97,,,,,,,,,
invokespecial ldc invokevirtual aload invokestatic,1,,1,1,1,1,1,7250.33,,,,,,,,,
invokespecial ldc invokevirtual aload invokevirtual,1,,1,1,1,1,1,3318.86,,,,,,,,,
invokespecial newInsn dup invokespecial astore,1,1,1,1,1,1,1,5252.07,,,,,,,,,
invokespecial pop aload ifnull aload,1,,1,1,1,1,,7700.8,,,,,,,,,
invokespecial pop gotoInsn aload aload,1,,1,1,1,1,1,6955.21,,,,,,,,,
invokespecial pop iload tableswitch aload,1,1,1,1,1,1,1,12343.6,,,,,,,,,
invokespecial putfield aload getfield dup,1,,1,1,1,1,1,12559.5,,,,,,,,,
invokespecial putfield aload getfield getfield,1,1,1,1,1,1,1,3673.36,,,,,,,,,
invokespecial putfield aload getfield ifnonnull,1,,1,1,1,1,1,5251.79,,,,,,,,,
invokespecial putfield aload iload iconst1,1,,1,1,1,1,1,23438,,,,,,,,,
invokespecial putfield aload invokespecial aload,1,,1,1,1,1,1,11880,,,,,,,,,
invokespecial putfield aload sipush anewarray,1,,1,1,1,1,1,8030.76,,,,,,,,,
invokespecial putfield newInsn dup aload,1,1,1,1,1,1,1,10332.5,,,,,,,,,
invokespecial returnInsn aload getfield iconst1,1,,1,1,1,1,1,15304.4,,,,,,,,,
invokestatic aastore iinc gotoInsn aload,1,,,1,1,1,1,9863.95,,,,,,,,,
invokestatic aastore iload aload iload,1,,1,1,,1,1,55819.6,,,,,,,,,
invokestatic aload aload arraylength iload,1,1,1,1,,1,1,16528.2,,,,,,,,,
invokestatic aload aload getfield invokespecial,1,1,1,1,1,1,1,3818.5,,,,,,,,,
invokestatic aload aload putfield returnInsn,1,,1,1,1,1,1,3704.95,,,,,,,,,
invokestatic aload astore aload areturn,1,,1,1,1,1,1,3625.1,,,,,,,,,
invokestatic aload dup getfield iload,1,,1,1,1,1,1,13571.6,,,,,,,,,
invokestatic aload getfield astore gotoInsn,1,,1,1,1,1,1,6795.56,,,,,,,,,
invokestatic aload iconst0 aload iconst0,1,,1,1,1,1,1,30460.2,,,,,,,,,
invokestatic aload iload iconst4 iadd,1,1,1,1,,1,1,10678.4,,,,,,,,,
invokestatic aload iload iinc iload,1,,,1,,1,1,28752.8,,,,,,,,,
invokestatic areturn aload iload aload,1,1,1,1,1,1,1,14577.9,,,,,,,,,
invokestatic arraylength iload isub istore,1,1,,1,,1,1,17839.3,,,,,,,,,
invokestatic astore aload bipush bipush,1,1,1,1,1,1,1,43455.2,,,,,,,,,
invokestatic astore gotoInsn astore newInsn,1,,1,,1,1,1,4348.12,,,,,,,,,
invokestatic dastore iinc iinc gotoInsn,1,,,1,,1,1,13459.4,,,,,,,,,
invokestatic fastore iinc iinc gotoInsn,1,,,1,,1,1,13057.9,,,,,,,,,
invokestatic iconst2 ishr iconst1 isub,1,1,1,1,1,1,1,11406.8,,,,,,,,,
invokestatic iconst2 ishr istore iload,1,1,1,1,1,1,1,25400.1,,,,,,,,,
invokestatic iinc gotoInsn aload bipush,1,,,1,1,1,1,27858.2,,,,,,,,,
invokestatic iinc gotoInsn aload ldc,1,,,1,1,1,1,21082.1,,,,,,,,,
invokestatic iinc gotoInsn iinc gotoInsn,1,,1,1,,1,1,9991.63,,,,,,,,,
invokestatic iload aload iload iconst2,1,,1,1,,1,1,26397.9,,,,,,,,,
invokestatic iload isub iconst1 iadd,1,,1,1,1,1,1,10156.8,,,,,,,,,
invokestatic iload isub istore aload,1,,1,1,,1,1,13013.3,,,,,,,,,
invokestatic imul bipush iadd iadd,1,1,1,1,1,1,1,27015.6,,,,,,,,,
invokestatic invokeinterface iinc gotoInsn aload,1,,1,1,1,1,1,12241.4,,,,,,,,,
invokestatic invokespecial areturn aload iload,1,,1,1,1,1,1,36130.6,,,,,,,,,
invokestatic invokespecial areturn newInsn dup,1,1,1,1,1,1,1,12039.3,,,,,,,,,
invokestatic invokestatic iinc gotoInsn aload,1,,1,1,,1,1,13860.3,,,,,,,,,
invokestatic invokestatic invokestatic iinc gotoInsn,1,,1,1,,1,1,16906.5,,,,,,,,,
invokestatic invokevirtual gotoInsn aload iload,1,,1,1,1,1,1,17670.2,,,,,,,,,
invokestatic invokevirtual iinc gotoInsn aload,1,,1,1,,1,1,8086.98,,,,,,,,,
invokestatic invokevirtual pop iinc iload,1,,1,1,,1,1,12724.8,,,,,,,,,
invokestatic invokevirtual pop iload ifle,1,,1,1,1,1,1,4330.36,,,,,,,,,
invokestatic ior istore iload ireturn,1,,1,1,1,1,1,11653.8,,,,,,,,,
invokestatic ireturn aload bipush iload,1,1,1,1,1,1,1,44711.2,,,,,,,,,
invokestatic istore aload aload iconst0,1,,1,1,1,1,1,66189.4,,,,,,,,,
invokestatic istore aload getfield iload,1,,1,1,,1,1,8716.48,,,,,,,,,
invokestatic istore aload iload baload,1,1,1,1,,1,1,8987.24,,,,,,,,,
invokestatic istore aload iload iinc,1,,1,1,,1,1,16549.7,,,,,,,,,
invokestatic istore aload iload iload,1,,1,1,,1,1,10622.5,,,,,,,,,
invokestatic istore gotoInsn iload bipush,1,1,1,1,,1,1,20426.2,,,,,,,,,
invokestatic istore iload ifeq aload,1,,1,1,1,1,1,5005.31,,,,,,,,,
invokestatic istore iload istore iload,1,,,1,1,1,1,13470.8,,,,,,,,,
invokestatic istore iload sipush ifIcmplt,1,,1,1,,1,1,2612.55,,,,,,,,,
invokestatic isub iconst1 iadd imul,1,1,1,1,1,1,1,12875.9,,,,,,,,,
invokestatic putfield aload dup getfield,1,,1,1,1,1,1,7206.58,,,,,,,,,
invokestatic putfield newInsn dup aload,1,1,1,1,1,1,1,13830.7,,,,,,,,,
invokevirtual aastore gotoInsn aload iload,1,,1,1,,1,1,15650.5,,,,,,,,,
invokevirtual aastore gotoInsn gotoInsn iload,1,,1,1,1,1,1,22005.7,,,,,,,,,
invokevirtual aastore iconst1 istore iload,1,,1,1,,1,1,29226.9,,,,,,,,,
invokevirtual aastore iinc iload ireturn,1,,1,,1,1,1,7726.05,,,,,,,,,
invokevirtual aconstNull aconstNull invokevirtual aload,1,,1,1,1,1,1,10953.8,,,,,,,,,
invokevirtual aconstNull invokevirtual gotoInsn aload,1,1,1,1,1,1,1,7464.08,,,,,,,,,
invokevirtual aload aload iload aaload,1,1,1,1,1,1,1,23141.4,,,,,,,,,
invokevirtual aload aload invokespecial aload,1,,1,1,1,1,1,6578.17,,,,,,,,,
invokevirtual aload aload invokespecial iconst0,1,,1,1,1,1,1,8972.01,,,,,,,,,
invokevirtual aload aload invokevirtual invokespecial,1,,1,1,1,1,1,3212.87,,,,,,,,,
invokevirtual aload aload putfield returnInsn,1,,1,1,1,1,1,3299.6,,,,,,,,,
invokevirtual aload arraylength iload isub,1,1,1,1,1,1,1,7284.2,,,,,,,,,
invokevirtual aload checkcast getfield invokevirtual,1,1,1,1,1,1,1,6500.09,,,,,,,,,
invokevirtual aload getfield aload checkcast,1,1,1,1,1,1,1,5923.52,,,,,,,,,
invokevirtual aload getfield getfield iload,1,1,1,1,1,1,1,5600.76,,,,,,,,,
invokevirtual aload getfield iconst2 ifIcmpeq,1,1,1,1,1,1,1,2841.47,,,,,,,,,
invokevirtual aload getfield ifeq newInsn,1,1,1,1,1,1,,3625.33,,,,,,,,,
invokevirtual aload getfield ifle aload,1,1,1,1,1,1,1,7265.64,,,,,,,,,
invokevirtual aload getfield iload invokevirtual,1,2,1,1,1,1,1,1315.57,,,,,,,,,
invokevirtual aload iconst0 aload invokespecial,1,,1,1,1,1,1,5528.29,,,,,,,,,
invokevirtual aload iload aload invokevirtual,1,1,1,1,1,1,1,8120.25,,,,,,,,,
invokevirtual aload iload bipush isub,1,1,1,1,1,1,1,12336.3,,,,,,,,,
invokevirtual aload iload iconst3 iadd,1,1,1,1,,1,1,13486.6,,,,,,,,,
invokevirtual aload invokespecial istore iinc,1,,1,1,1,1,1,9888.44,,,,,,,,,
invokevirtual aload invokestatic invokevirtual invokevirtual,1,1,1,1,1,1,1,5883.05,,,,,,,,,
invokevirtual aload invokevirtual aastore iinc,1,,1,1,1,1,1,11681.2,,,,,,,,,
invokevirtual aload invokevirtual areturn aload,1,1,1,1,1,1,1,9801.37,,,,,,,,,
invokevirtual aload invokevirtual dup getfield,1,,1,1,1,1,1,18496.6,,,,,,,,,
invokevirtual aload invokevirtual imul aload,1,1,1,1,1,1,1,8559.07,,,,,,,,,
invokevirtual aload invokevirtual imul iadd,1,1,1,1,1,1,1,19543.7,,,,,,,,,
invokevirtual aload invokevirtual pop newInsn,1,1,1,1,1,1,1,5121.25,,,,,,,,,
invokevirtual anewarray astore iconst0 istore,1,,1,1,1,1,1,12426,,,,,,,,,
invokevirtual anewarray astore iinc iconst0,1,,1,1,1,1,1,5707.23,,,,,,,,,
invokevirtual areturn aload getfield areturn,1,1,1,1,1,1,1,1778.5,,,,,,,,,
